Month	L	M	S	P01	P1	P3	P5	P10	P15	P25	P50	P75	P85	P90	P95	P97	P99	P999
1845	1	110.3	0.04222	95.909	99.467	101.541	102.64	104.332	105.473	107.159	110.3	113.441	115.127	116.268	117.96	119.059	121.133	124.691
1846	1	110.3179	0.04222	95.925	99.483	101.558	102.657	104.349	105.491	107.176	110.318	113.459	115.145	116.287	117.979	119.078	121.153	124.711
1847	1	110.3358	0.04222	95.94	99.499	101.574	102.673	104.366	105.508	107.194	110.336	113.478	115.164	116.306	117.998	119.097	121.173	124.731
1848	1	110.3537	0.04223	95.952	99.512	101.589	102.688	104.381	105.524	107.21	110.354	113.497	115.184	116.326	118.019	119.119	121.195	124.755
1849	1	110.3716	0.04223	95.968	99.529	101.605	102.705	104.398	105.541	107.228	110.372	113.515	115.202	116.345	118.038	119.138	121.215	124.775
1850	1	110.3895	0.04223	95.984	99.545	101.622	102.722	104.415	105.558	107.245	110.39	113.534	115.221	116.364	118.057	119.157	121.234	124.795
1851	1	110.4074	0.04224	95.996	99.558	101.636	102.736	104.431	105.574	107.262	110.407	113.553	115.241	116.384	118.078	119.179	121.257	124.819
1852	1	110.4253	0.04224	96.011	99.574	101.653	102.753	104.448	105.591	107.279	110.425	113.571	115.26	116.403	118.097	119.198	121.276	124.839
1853	1	110.4432	0.04225	96.023	99.588	101.667	102.768	104.463	105.607	107.296	110.443	113.591	115.279	116.423	118.118	119.219	121.298	124.863
1854	1	110.4611	0.04225	96.039	99.604	101.683	102.785	104.48	105.624	107.313	110.461	113.609	115.298	116.442	118.138	119.239	121.318	124.883
1855	1	110.479	0.04225	96.055	99.62	101.7	102.801	104.497	105.641	107.331	110.479	113.627	115.317	116.461	118.157	119.258	121.338	124.903
1856	1	110.4969	0.04226	96.067	99.634	101.714	102.816	104.513	105.657	107.347	110.497	113.646	115.337	116.481	118.178	119.279	121.36	124.927
